t	x	y	z	adx	ady	adz
1352672393347	8.158588	3.7728362	1.5799603	0.5573446	0.20920853	0.47998112
1352672393367	8.512717	4.8760843	2.192876	0.55244124	0.24189737	0.49632552
1352672393391	7.995144	5.09401	3.0645783	0.5186628	0.23426998	0.5311936
1352672393412	7.7908387	5.5434813	3.405087	0.5050425	0.22718741	0.5382762
1352672393426	8.117727	5.7341666	3.5004294	0.50558734	0.21956001	0.53064877
1352672393446	8.962189	5.802268	3.800077	0.51158035	0.21247742	0.5306488
1352672393467	9.00305	5.6252036	4.113345	0.4848844	0.19558819	0.52520066
1352672393503	8.008764	5.829509	4.2086873	0.42441002	0.19395377	0.50340813
1352672393507	6.67397	6.0201936	3.6502533	0.34159833	0.19014004	0.4734434
1352672393527	6.0610547	6.0201936	2.7649305	0.28657213	0.1841471	0.4353064
1352672393548	6.183638	5.829509	2.0975335	0.26368997	0.16889231	0.39063165
1352672393567	6.1700177	5.3527966	2.1383946	0.23154593	0.1449205	0.37047356
1352672393587	5.5843425	4.7262607	1.9340894	0.18687117	0.111686856	0.3361502
1352672393607	4.2495484	4.576437	0.5720546	0.10732834	0.10188021	0.27567592
1352672393628	2.9283748	4.385752	-1.2803127	0.031054383	0.08825986	0.20811893
1352672393769	2.3971813	4.0588636	-2.969236	-0.044414178	0.06987831	0.09001278
1352672393769	2.315459	3.5140498	-3.990762	-0.13756551	0.016344417	-0.16003908
1352672393770	2.3018389	2.9283748	-4.276789	-0.13166335	-0.012323176	-0.16603851
1352672393770	-0.19068487	1.7706453	-6.3334618	-0.23897518	-0.0643871	-0.25197643
1352672393771	-0.95342433	1.5935807	-7.2596455	-0.26174754	-0.069286115	-0.2812898
1352672393791	-1.1713499	1.3211738	-7.7227373	-0.3073461	-0.09238148	-0.32748052
1352672393811	-1.5935807	0.9125633	-7.4911914	-0.31213298	-0.10555768	-0.30418774
1352672393832	-2.3426998	0.47671217	-7.6546354	-0.43821985	-0.12791283	-0.37781665
1352672393852	-3.5412905	0.35412905	-8.253931	-0.50869036	-0.14863944	-0.4275605
1352672393872	-4.399372	0.027240695	-8.880466	-0.56139517	-0.21081929	-0.48144975
1352672393892	-4.535576	-0.14982383	-9.180115	-0.54481393	-0.22799276	-0.532378
1352672393912	-4.576437	-0.5720546	-8.512717	-0.5238159	-0.23608601	-0.4823874
1352672393933	-5.0803895	-1.0215261	-7.668256	-0.57383114	-0.29372576	-0.48559505
1352672393953	-5.9793324	-1.5799603	-8.117727	-0.6496313	-0.32096642	-0.51816547
1352672393973	-6.891896	-2.1656353	-9.983715	-0.69108456	-0.33873215	-0.61291564
1352672393994	-7.749978	-2.7649305	-12.380896	-0.6980428	-0.34958896	-0.68726
1352672394015	-7.913422	-3.2416427	-14.628253	-0.6342345	-0.40268853	-0.7947177
1352672394035	-7.5456724	-3.6502533	-15.854085	-0.5915968	-0.4204542	-0.80952245
1352672394055	-7.2187843	-3.759216	-15.67702	-0.58271396	-0.41690105	-0.77280676
1352672394075	-7.3005066	-3.7728362	-14.846179	-0.5856749	-0.39676666	-0.73845977
1352672394095	-7.477571	-3.636633	-14.505671	-0.56790924	-0.3636041	-0.7147723
1352672394116	-7.1915436	-3.5412905	-14.87342	-0.49743867	-0.35294467	-0.67154235
1352672394139	-7.6273947	-3.5004294	-14.396708	-0.45894644	-0.3428775	-0.57027805
1352672394160	-7.8317	-3.255263	-13.579487	-0.44833636	-0.31837568	-0.5124656
1352672394175	-7.8317	-3.091819	-12.993812	-0.4304029	-0.2991029	-0.46853995
1352672394196	-7.5865335	-2.587866	-12.612442	-0.40441945	-0.26821613	-0.43585113
1352672394215	-7.3822284	-2.4516625	-12.476238	-0.376131	-0.25040486	-0.36565393
1352672394250	-7.4911914	-2.1383946	-11.958665	-0.36623588	-0.22952811	-0.3329418
1352672394256	-7.5320525	-1.8387469	-11.304889	-0.35461536	-0.21062897	-0.29770187
1352672394276	-6.891896	-1.8659877	-11.141444	-0.23753887	-0.13838273	-0.15527195
1352672394296	-6.2244987	-1.8387469	-11.223166	-0.20212595	-0.12639685	-0.14001717
1352672394316	-6.183638	-1.6344417	-10.96438	-0.18360229	-0.10188022	-0.13892758
1352672394337	-5.5571017	-0.9670447	-11.209546	-0.12857608	-0.0577503	-0.14219643
1352672394357	-5.1484914	-0.7218784	-10.841797	-0.06428804	-0.043040313	-0.103514634
1352672394378	-4.9986677	-0.61291564	-10.528529	-0.023971824	-0.025606256	-0.065922506
1352672394398	-4.5491962	-0.19068487	-10.664732	-5.448151E-4	-0.001634438	-0.05938469
1352672394425	-4.3176503	0.27240697	-10.59663	0.010351467	0.033778466	-0.083356515
1352672394439	-4.1814466	0.61291564	-10.18802	0.035957716	0.065377675	-0.10079056
1352672394460	-3.92266	0.87170225	-9.41166	0.0822669	0.09806651	-0.051757317
1352672394479	-3.1463003	1.1713499	-8.689782	0.14982381	0.13347942	0.051757317
1352672394501	-2.2064962	1.4165162	-7.804459	0.22173928	0.16725788	0.18305746
1352672394525	-1.4301366	1.7297841	-6.8237944	0.2593314	0.19885708	0.31217834
1352672394549	-0.626536	1.9885708	-5.965712	0.27676544	0.22555296	0.3955349
1352672394565	0.25878662	2.0430522	-5.6660647	0.2991028	0.23209074	0.4004382
1352672394586	1.253072	2.192876	-5.965712	0.34214315	0.2386285	0.35521865
1352672394606	1.8387469	2.3018389	-6.0610547	0.37265274	0.23753887	0.33778465
1352672394626	2.2882185	2.4789033	-5.8839903	0.37919047	0.24080779	0.35957718
1352672394646	2.819412	2.669588	-5.271075	0.41787228	0.24680072	0.36502534
1352672394666	3.4187074	2.819412	-4.440233	0.45001632	0.24298702	0.36557016
1352672394689	3.840938	2.901134	-3.7319753	0.46690556	0.23971817	0.37047344
1352672394707	4.372132	2.9283748	-3.7319753	0.47834665	0.22064964	0.35521865
1352672394729	4.862464	3.0237172	-4.0588636	0.48978776	0.21901524	0.336695
1352672394747	5.3527966	3.1463003	-3.6911142	0.4898087	0.21530631	0.33788937
1352672394769	6.1291566	3.2416427	-2.7240696	0.54644847	0.20321564	0.34323275
1352672394789	6.8374147	3.568531	-1.3211738	0.54917246	0.21738079	0.39281082
1352672394808	7.0553403	3.8136973	0.47671217	0.5311936	0.2260978	0.46799514
1352672394828	7.2596455	4.276789	1.0351465	0.5377314	0.23644926	0.47998106
1352672394848	7.43671	4.671779	1.1985906	0.5197525	0.22555296	0.4963255
1352672394870	7.6137743	5.09401	1.6753027	0.5104907	0.23263554	0.500684
1352672394889	7.749978	5.407278	2.383561	0.5099459	0.24080774	0.5164836
1352672394910	7.9270425	5.6933055	3.568531	0.4990497	0.23535961	0.5693306
1352672394930	7.8589406	5.8158884	4.739881	0.48706377	0.22173925	0.6134605
1352672394952	7.477571	5.706926	4.6445384	0.4663608	0.20376042	0.5933023
1352672394970	7.3005066	5.366417	3.214402	0.44892678	0.17978859	0.50504243
1352672394991	7.3141265	5.09401	1.2803127	0.41841722	0.15690641	0.39880374
1352672395011	7.327747	5.0259085	0.027240695	0.38136986	0.14437568	0.31326798
1352672395031	7.0280995	4.9578066	0.23154591	0.33832958	0.1291209	0.28221357
1352672395053	6.8237944	4.7262607	1.2394516	0.29801324	0.1095076	0.28820655
1352672395125	6.183638	4.0180025	1.7025435	0.18890831	0.074615814	0.33754775
1352672395127	5.3527966	3.7319753	-2.6423476	0.14641874	0.059589017	0.14244615
1352672395145	4.767122	3.5549107	-2.8738933	0.10328764	0.04483364	0.1254207
1352672395165	4.6445384	2.8330324	-2.3426998	0.07604692	0.0068101785	0.12201563
1352672395186	3.8954194	2.5606253	-3.1463003	0.019863	-0.010782778	0.053913902
1352672395302	2.383561	2.901134	-4.263169	-0.11267741	-0.0055719614	-0.0092866095
1352672395303	0.81722087	3.1599207	-4.7943625	-0.30100968	-0.020430516	-0.17365943
1352672395303	0.095342435	1.5118586	-5.6660647	-0.32105106	-0.09793679	-0.20689955
1352672395303	-0.10896278	0.89894295	-6.782933	-0.31574443	-0.12134492	-0.24826178
1352672395312	-1.1032481	1.0487667	-7.477571	-0.37084493	-0.12567867	-0.36155832
1352672395332	-2.547005	1.2803127	-7.3549876	-0.44575682	-0.13620348	-0.38136977
1352672395352	-3.5549107	1.1849703	-7.3141265	-0.49961913	-0.15849131	-0.3869417
1352672395372	-4.235928	0.47671217	-7.8180795	-0.53862286	-0.20987716	-0.4315174
1352672395392	-4.671779	0.12258313	-8.948568	-0.5646253	-0.24021341	-0.5150967
1352672395412	-5.1621118	0.095342435	-9.942854	-0.5949616	-0.25445285	-0.6141538
1352672395432	-5.8158884	0.35412905	-9.901993	-0.62158316	-0.2482618	-0.6655397
1352672395453	-6.619489	0.13620348	-9.125633	-0.64077544	-0.25321463	-0.62591684
1352672395477	-7.177923	-0.51757324	-8.689782	-0.6581104	-0.26745412	-0.54109925
1352672395494	-7.43671	-1.3756552	-10.106298	-0.67049253	-0.29407567	-0.5175732
1352672395514	-7.3549876	-1.9885708	-12.285554	-0.66739696	-0.31883994	-0.5596725
1352672395535	-7.477571	-2.2882185	-14.124301	-0.65934867	-0.32936475	-0.65253854
1352672395555	-7.681876	-2.7240696	-14.737216	-0.65934867	-0.33865136	-0.7262121
1352672395575	-7.518432	-3.5140498	-14.996003	-0.62357503	-0.35827434	-0.70588934
1352672395595	-7.137062	-3.9771416	-15.445475	-0.5817023	-0.36264172	-0.6952052
1352672395615	-7.137062	-4.2495484	-15.799603	-0.55843425	-0.35903233	-0.6815622
1352672395637	-7.000859	-4.5219555	-16.289936	-0.51473564	-0.3439138	-0.56864953
1352672395655	-6.8374147	-4.739881	-16.41252	-0.48352227	-0.34561634	-0.56410944
1352672395676	-6.9191365	-4.930566	-16.43976	-0.48181972	-0.32348326	-0.5873775
1352672395698	-6.9599977	-4.671779	-15.799603	-0.45230898	-0.30135015	-0.52722096
1352672395719	-6.8374147	-4.235928	-14.737216	-0.42931327	-0.27186212	-0.46363664
1352672395737	-6.769313	-3.6911142	-13.416042	-0.41018194	-0.24045148	-0.3949901
1352672395757	-6.6331096	-3.1871614	-12.244693	-0.34679493	-0.23416519	-0.30698168
1352672395777	-6.4151835	-2.8330324	-11.795221	-0.32587934	-0.21237652	-0.27896488
1352672395798	-6.238119	-2.4789033	-11.849703	-0.30791706	-0.19214419	-0.27094764
1352672395818	-6.4151835	-1.920469	-11.699879	-0.21247742	-0.11876941	-0.16889232
1352672395838	-6.3198414	-1.4573772	-11.413852	-0.15091345	-0.10950756	-0.16235454
1352672395859	-5.938472	-1.0896279	-10.637491	-0.09534244	-0.09098393	-0.13293457
1352672395881	-5.1621118	-0.7763598	-10.106298	-0.03704735	-0.050122853	-0.09152878
1352672395899	-4.739881	0.095342435	-9.752169	-0.0027240752	-0.0010896182	-0.032144014
1352672395935	-4.576437	0.8580819	-9.425281	0.023426991	0.03050959	0.020702934
1352672395940	-4.2223077	1.3620348	-8.962189	0.063743226	0.040316228	0.03759216
1352672395965	-3.5957718	1.7978859	-8.417375	0.120948695	0.06646731	0.028330345
1352672395987	-2.6423476	2.002191	-7.7227373	0.18142304	0.100790575	0.038681794
1352672396010	-1.607201	2.2201166	-6.6875906	0.23318034	0.14383087	0.13674831
1352672396033	-0.8036005	2.4380422	-5.611583	0.2620555	0.17706451	0.26695883
1352672396049	0.25878662	2.506144	-5.0259085	0.3094543	0.1917745	0.3639357
1352672396068	1.2803127	2.5333846	-4.6445384	0.35848755	0.21029815	0.40370712
1352672396088	1.879608	2.7104492	-3.9635212	0.3759216	0.24897996	0.4412993
1352672396108	2.4108016	3.0100968	-3.5004294	0.38191456	0.27948952	0.47780177
1352672396128	3.214402	3.0781987	-3.255263	0.41405857	0.2931099	0.5017736
1352672396150	4.0861044	3.2007818	-3.1599207	0.4434785	0.3089095	0.5252006
1352672396170	4.7126403	3.4323275	-2.7513103	0.4620022	0.32688835	0.54644835
1352672396190	5.0259085	3.759216	-1.8659877	0.47780183	0.34759125	0.58295083
1352672396212	5.5026207	4.113345	-0.5720546	0.49850476	0.351405	0.60910195
1352672396230	5.992953	4.3585114	0.9670447	0.5132147	0.34377763	0.62817043
1352672396253	6.2108784	4.671779	2.5742457	0.5192077	0.33451572	0.6396115
1352672396274	6.4424243	5.09401	3.4323275	0.5230214	0.33124688	0.6270808
1352672396293	6.810174	5.4890003	3.6774938	0.52901435	0.33288133	0.61890864
1352672396313	7.1234417	5.9248514	4.031623	0.5344626	0.3361502	0.635253
1352672396333	7.246025	6.2517395	4.4810944	0.5464484	0.32688835	0.6472389
1352672396354	7.286886	6.428804	4.903325	0.5442692	0.31544724	0.6526871
1352672396375	7.246025	6.6875906	5.3119354	0.52737993	0.31108874	0.63797706
1352672396395	7.0553403	6.9463773	5.5026207	0.48869818	0.30890948	0.62435675
1352672396416	6.851035	7.0553403	5.3527966	0.4636368	0.2783999	0.60419863
1352672396438	6.619489	6.742072	4.8897047	0.44783714	0.23535961	0.57259935
1352672396457	6.2517395	6.2244987	3.8954194	0.41896194	0.19449855	0.51430434
1352672396476	5.7750273	5.8839903	2.6423476	0.37483203	0.16344418	0.44238883
1352672396496	5.2165933	5.7341666	1.525479	0.31435764	0.14927903	0.3699286
1352672396517	4.5628166	5.3800373	0.88532263	0.2468007	0.12639683	0.30291647
1352672396537	3.800077	4.6445384	0.08172209	0.18414709	0.088259846	0.22773217
1352672396557	2.8875136	4.113345	-1.3756552	0.105149075	0.06428804	0.1460101
1352672396578	1.7706453	3.990762	-3.214402	0.019613309	0.05829511	0.057205476
1352672396613	0.89894295	3.8954194	-4.4129925	-0.039226606	0.047398806	-0.017978858
1352672396619	0.23154591	3.1190596	-4.6172976	-0.08717022	0.0043585016	-0.04467474
1352672396641	0.06810174	0.9670447	-5.1893525	-0.12585202	-0.084446155	-0.07736357
1352672396667	-0.667397	0.626536	-6.0474343	-0.19014005	-0.102969825	-0.11550055
1352672396687	-1.5527196	0.4903325	-7.000859	-0.2506144	-0.1176798	-0.16998194
1352672396707	-2.2609777	0.38136974	-7.572913	-0.29147545	-0.13511385	-0.22827701
1352672396729	-2.901134	-0.10896278	-7.6546354	-0.3361502	-0.16889231	-0.28330323
1352672396747	-3.3097446	-0.6401563	-8.22669	-0.3721079	-0.1999467	-0.3677494
1352672396767	-4.0588636	-0.6946377	-9.2073555	-0.41078967	-0.21465668	-0.471264
1352672396788	-4.9578066	-0.313268	-9.929234	-0.45600918	-0.21629113	-0.53446245
1352672396808	-5.5843425	0.027240695	-9.765789	-0.49578065	-0.21847038	-0.5377313
1352672396838	-6.142777	-0.21792556	-9.00305	-0.5578667	-0.26956937	-0.5618394
1352672396855	-6.605869	-0.9670447	-8.866846	-0.57886475	-0.3081604	-0.5737571
1352672396876	-6.932757	-1.9340894	-10.514909	-0.56878567	-0.33451575	-0.6167294
1352672396904	-7.3822284	-2.7240696	-12.993812	-0.5851301	-0.3764664	-0.73222995
1352672396918	-7.572913	-3.4323275	-15.622539	-0.60099787	-0.43698618	-0.87397236
1352672396938	-7.409469	-4.2904096	-17.474907	-0.57042015	-0.45383	-0.9131082
1352672396956	-6.9599977	-5.066769	-18.414711	-0.54317945	-0.47235364	-0.93217665
1352672396976	-6.5513873	-5.4208984	-18.877802	-0.5121251	-0.4658159	-0.9109289
1352672396997	-6.4424243	-5.5162406	-19.000385	-0.4857924	-0.46876702	-0.85524434
1352672397017	-6.4151835	-5.284695	-18.46919	-0.4652711	-0.4407545	-0.79978675
1352672397037	-6.374323	-4.8216033	-17.25698	-0.42393327	-0.39442262	-0.72244596
1352672397057	-6.496906	-4.1814466	-15.431854	-0.41187927	-0.35303944	-0.62054306
1352672397077	-6.374323	-3.568531	-14.246883	-0.3704734	-0.30727503	-0.51484907
1352672397098	-6.374323	-3.0237172	-13.34794	-0.32579872	-0.2805792	-0.40534154
1352672397118	-6.2244987	-2.4108016	-12.735025	-0.28493768	-0.25224888	-0.33288133
1352672397138	-6.074675	-1.9749504	-12.203832	-0.25224885	-0.2037604	-0.30346137
1352672397158	-5.7750273	-1.7570249	-11.795221	-0.23372516	-0.10896277	-0.26423472
1352672397182	-5.6660647	-1.253072	-11.699879	-0.1999467	-0.075184315	-0.22609776
1352672397199	-5.6660647	-0.7354988	-11.3321295	-0.16453381	-0.049033232	-0.17325081
1352672397219	-5.3936577	-0.27240697	-10.800936	-0.1253072	-0.026151076	-0.1291209
1352672397240	-4.930566	0.12258313	-10.446807	-0.08117727	0.009261826	-0.111686856
1352672397261	-4.4810944	0.5992953	-9.942854	-0.046854	0.049578067	-0.06864654
1352672397296	-3.0373375	0.8308412	-8.403754	0.040861044	0.061019164	0.03214405
1352672397300	-3.1054392	1.1168685	-8.403754	0.0740947	0.05720547	0.06101917
1352672397321	-2.4380422	1.607201	-6.905516	0.12585202	0.06319842	0.114410914
1352672397341	-1.1032481	1.9749504	-6.537767	0.20158115	0.08771504	0.09861132
1352672397361	-0.38136974	2.465283	-6.428804	0.24897997	0.13729309	0.097521685
1352672397381	0.2860273	2.315459	-6.2517395	0.28875136	0.16998196	0.17052677
1352672397404	0.7763598	2.315459	-5.8976107	0.3263435	0.20158115	0.28384805
1352672397425	1.3484144	2.2473574	-5.339176	0.3568531	0.22718738	0.41133446
1352672397449	1.9749504	2.383561	-4.508335	0.3753768	0.26695883	0.51866287
1352672397464	2.5742457	2.4244218	-3.6638734	0.38136977	0.2996477	0.5900335
1352672397484	3.214402	2.669588	-2.8330324	0.39063165	0.32361946	0.64179075
1352672397504	3.9090397	3.1463003	-1.7842655	0.4140586	0.34650165	0.68864477
1352672397525	4.658159	3.5276701	-0.313268	0.44293374	0.35249463	0.7262369
1352672397545	5.7750273	3.8681788	1.6616824	0.48597404	0.3475913	0.75674653
1352672397568	6.7284517	4.3312707	3.3233647	0.52901435	0.34050873	0.75020874
1352672397585	7.3141265	4.903325	3.990762	0.547538	0.33887428	0.7295058
1352672397607	7.6273947	5.761407	4.0452433	0.5600687	0.35140496	0.6957273
1352672397626	7.7227373	6.66035	4.2086873	0.55788946	0.36284608	0.6777485
1352672397647	7.504812	7.43671	4.7943625	0.54317945	0.37646645	0.6799278
1352672397669	7.43671	7.981524	5.611583	0.52846944	0.38954198	0.6962722
1352672397687	7.273266	8.090487	6.238119	0.5175732	0.37374237	0.7175198
1352672397708	6.66035	7.709117	6.0201936	0.49305654	0.33778462	0.69409287
1352672397728	6.0610547	7.0689607	4.69902	0.4581884	0.29365474	0.61999816
1352672397749	5.3119354	6.4560447	2.901134	0.4097	0.25333846	0.53391767
1352672397767	4.4538536	5.706926	1.0079057	0.35739785	0.20430523	0.43803036
1352672397787	3.92266	4.8216033	-0.8580819	0.27839985	0.15963049	0.3018269
1352672397808	3.4595683	3.92266	-2.2064962	0.26260024	0.112231664	0.24789032
1352672397830	2.8875136	2.9283748	-3.0781987	0.21302219	0.052846946	0.15309271
1352672397849	2.1656353	2.3018389	-3.990762	0.13075528	0.013075543	0.10188018
1352672397869	1.2666923	1.7434045	-5.09401	0.06592247	-0.028875137	0.053391743
1352672397889	0.7082581	1.3892754	-6.1291566	0.016889226	-0.037047353	0.0049033547
1352672397924	0.40861043	0.87170225	-6.769313	-0.014709965	-0.05775028	-0.034868088
1352672397930	0.24516626	0.2860273	-7.205164	-0.044129923	-0.078453206	-0.07463947
1352672397950	0.13620348	-0.095342435	-7.7363577	-0.073549874	-0.09915615	-0.12912086
1352672397970	-0.40861043	-0.24516626	-8.131348	-0.11931423	-0.10678353	-0.178699
1352672397990	-0.939804	-0.12258313	-8.553578	-0.16616823	-0.111686856	-0.22882184
1352672398011	-1.56634	0.25878662	-8.390134	-0.2190152	-0.115500554	-0.26423472
1352672398031	-2.192876	0.40861043	-7.8180795	-0.2740414	-0.12476239	-0.30019248
1352672398053	-2.9964764	0.38136974	-7.3413672	-0.35086015	-0.13947237	-0.36012197
1352672398081	-3.8681788	0.40861043	-7.641015	-0.42386523	-0.15690641	-0.4385752
1352672398093	-4.69902	0.24516626	-8.117727	-0.48052585	-0.18632635	-0.48433957
1352672398114	-5.366417	0.10896278	-8.676162	-0.5197525	-0.22609776	-0.5088562
1352672398134	-6.142777	-0.25878662	-9.084772	-0.55462056	-0.27676544	-0.5317384
1352672398155	-6.742072	-0.980665	-10.024576	-0.56987536	-0.336695	-0.5927575
1352672398174	-7.096201	-1.8932283	-11.645397	-0.5813164	-0.39499012	-0.69027925
1352672398195	-7.1915436	-2.6968288	-13.74293	-0.57859236	-0.43149266	-0.79924196
1352672398216	-7.1915436	-3.2825038	-15.5135765	-0.5540757	-0.4396648	-0.8613507
1352672398236	-7.3005066	-3.7728362	-16.330797	-0.5344624	-0.43367186	-0.8411927
1352672398256	-7.327747	-4.344891	-17.025434	-0.5055872	-0.43203744	-0.79706275
1352672398276	-7.082581	-4.671779	-17.869896	-0.46145734	-0.41514823	-0.755112
1352672398297	-6.891896	-4.7262607	-18.01972	-0.4325822	-0.38191456	-0.6864655
1352672398318	-6.7965536	-4.6445384	-17.175259	-0.41024482	-0.34268796	-0.5987505
1352672398337	-6.701211	-4.195067	-15.894946	-0.38354897	-0.2849377	-0.5126699
1352672398357	-6.67397	-3.7728362	-14.396708	-0.3535842	-0.24298702	-0.41623783
1352672398377	-6.4015636	-3.3778462	-13.279839	-0.30673024	-0.20485005	-0.32743314
1352672398398	-6.0882955	-3.0645783	-12.762266	-0.27186215	-0.17815419	-0.2653244
1352672398419	-5.7341666	-2.7921712	-12.735025	-0.24571107	-0.14655496	-0.2386285
1352672398438	-5.6524444	-2.315459	-12.612442	-0.23590443	-0.10405946	-0.21629113
1352672398458	-5.570722	-1.879608	-12.394516	-0.22827701	-0.07137063	-0.18632632
1352672398480	-5.5162406	-1.334794	-11.713499	-0.20430522	-0.04358511	-0.14328605
1352672398499	-5.3119354	-0.939804	-10.991621	-0.17488526	-0.032688845	-0.09752171
1352672398519	-4.780742	-0.47671217	-10.732834	-0.12857608	-0.029419957	-0.093708
1352672398539	-4.576437	0.013620348	-10.514909	-0.09534244	-0.015799602	-0.107873194
1352672398560	-4.113345	0.51757324	-10.228881	-0.044674758	0.0054481234	-0.115500525
1352672398596	-3.7047346	0.9670447	-9.41166	0.0065377713	0.02233737	-0.07082581
1352672398601	-3.1190596	1.4709976	-8.294792	0.06319842	0.049033247	-0.007082596
1352672398620	-2.2745981	1.8659877	-7.246025	0.12367275	0.070281	0.05720547
1352672398640	-1.3756552	2.1383946	-6.4424243	0.19068487	0.09588726	0.105693914
1352672398661	-0.50395286	2.315459	-6.1700177	0.24952477	0.13184495	0.15418234
1352672398681	0.12258313	2.4244218	-6.3334618	0.28875136	0.172706	0.21247742
1352672398703	1.3756552	2.6151068	-5.802268	0.34268796	0.21247746	0.3176265
1352672398725	1.9885708	2.8330324	-4.767122	0.36720458	0.24462146	0.42985818
1352672398743	2.5606253	2.8466527	-3.2961242	0.3944453	0.26477957	0.5213869
1352672398765	3.3233647	2.7785509	-2.315459	0.42604446	0.28493768	0.588399
1352672398784	4.031623	2.8330324	-2.4244218	0.4445682	0.30019248	0.61781895
1352672398804	4.767122	3.0100968	-2.7240696	0.4663607	0.30945432	0.611826
1352672398824	5.5162406	3.1054392	-2.1656353	0.49251175	0.3099991	0.60038495
1352672398845	6.1563973	3.255263	-0.3405087	0.51430434	0.29801324	0.62217754
1352672398868	6.4424243	3.6502533	2.0294318	0.52465576	0.2969236	0.6570456
1352672398885	6.4832854	4.3176503	3.4187074	0.515394	0.30781987	0.66794187
1352672398915	6.769313	5.1893525	3.5412905	0.51430434	0.33015725	0.6521423
1352672398927	7.04172	5.8839903	3.6093922	0.51103544	0.34704646	0.6537767
1352672398949	7.3822284	6.4015636	3.8273177	0.5213869	0.3486809	0.6575905
1352672398970	7.6954966	6.7284517	4.195067	0.5306487	0.34432238	0.6635834
1352672398991	7.9270425	6.973618	4.767122	0.53773135	0.33233652	0.65922487
1352672399010	7.763598	7.2187843	5.053149	0.52302134	0.32634354	0.64179087
1352672399030	7.2596455	7.286886	5.134871	0.4816155	0.31054392	0.6347082
1352672399050	6.67397	7.368608	4.658159	0.4500163	0.2941995	0.60692275
1352672399070	5.8976107	7.2187843	3.92266	0.40043828	0.26804847	0.5660617
1352672399093	5.2302136	6.701211	2.8057916	0.3573979	0.22936666	0.48869812
1352672399112	4.6036777	6.0201936	1.525479	0.3089095	0.18196782	0.39281094
1352672399131	4.1542063	5.366417	0.54481393	0.2571522	0.14001717	0.31163365
1352672399154	3.486809	4.535576	-0.095342435	0.1944986	0.09588726	0.2538834
1352672399172	2.4108016	3.6911142	-1.0079057	0.1165902	0.055026196	0.20648454
1352672399192	1.4982382	3.0100968	-2.506144	0.05502621	0.023427	0.1530928
1352672399227	0.7491191	2.3971813	-3.8681788	-0.025061443	-0.008717013	0.07736369
1352672399235	0.20430522	1.6753027	-4.535576	-0.071370624	-0.046309177	0.009261923
1352672399253	-0.14982383	0.61291564	-5.1484914	-0.10841796	-0.08934948	-0.074094646
1352672399273	-0.61291564	-0.05448139	-6.197258	-0.15745121	-0.11332128	-0.15527196
1352672399293	-1.3892754	-0.3405087	-7.6546354	-0.21683593	-0.12694164	-0.20920853
1352672399314	-2.2064962	-0.6401563	-8.921328	-0.2789447	-0.14601012	-0.24789032
1352672399334	-2.5742457	-0.6401563	-10.079058	-0.32361943	-0.14982383	-0.31653687
1352672399354	-2.6832085	-0.27240697	-10.419566	-0.3535842	-0.14110681	-0.40316227
1352672399376	-2.8057916	0.25878662	-9.193735	-0.36992863	-0.13565868	-0.4489267
1352672399396	-3.3778462	0.05448139	-7.3413672	-0.39444527	-0.17052677	-0.430403
1352672399417	-4.4129925	-0.42223078	-6.8374147	-0.44729218	-0.22446334	-0.41514823
1352672399437	-5.1893525	-1.0079057	-8.785124	-0.48924285	-0.27567586	-0.49578068
1352672399458	-5.829509	-1.0896279	-10.96438	-0.52846944	-0.29964766	-0.59166795
1352672399477	-6.4424243	-0.9942854	-11.74074	-0.5655168	-0.30890948	-0.6374323
1352672399497	-7.0280995	-1.7842655	-11.264028	-0.5982056	-0.35031533	-0.641246
1352672399517	-7.096201	-2.8466527	-12.285554	-0.5943919	-0.40261748	-0.69354826
1352672399537	-7.164303	-3.2688835	-14.546532	-0.5769579	-0.4222308	-0.7872562
1352672399558	-7.409469	-3.1054392	-16.180973	-0.5633375	-0.41896188	-0.83356535
1352672399580	-7.518432	-2.819412	-16.249075	-0.5366417	-0.40152785	-0.80686945
1352672399600	-7.177923	-2.8057916	-14.927901	-0.49632537	-0.3802801	-0.70934784
1352672399619	-6.5922484	-2.7104492	-13.252599	-0.447837	-0.3492257	-0.5911231
1352672399641	-6.347082	-2.4789033	-11.74074	-0.4200515	-0.31381282	-0.4914222
1352672399661	-6.142777	-2.1111538	-11.182305	-0.38518342	-0.26586917	-0.4434785
1352672399680	-6.0610547	-1.7297841	-10.773695	-0.33887422	-0.2168359	-0.39063156
1352672399700	-6.26536	-1.5390993	-10.378705	-0.31054398	-0.1819678	-0.31490245
1352672399721	-6.1291566	-1.2803127	-9.629586	-0.27513105	-0.14709972	-0.23045631
1352672399740	-5.965712	-1.1441092	-8.798744	-0.24680069	-0.11277647	-0.17052673
1352672399761	-5.6660647	-0.980665	-8.349273	-0.22064964	-0.06374324	-0.12803127
1352672399782	-5.5162406	-0.81722087	-8.090487	-0.196133	-0.030509584	-0.07572914
1352672399804	-5.339176	-0.6810174	-7.995144	-0.15799603	-0.013620348	-0.013620338
1352672399822	-5.202973	-0.53119355	-7.641015	-0.11985907	0.0043585086	0.0512125
1352672399842	-5.053149	-0.42223078	-7.409469	-0.099156134	0.008717019	0.10678354
1352672399863	-4.930566	-0.3405087	-7.177923	-0.089894295	-0.0027240657	0.12966572
1352672399883	-4.8488436	-0.20430522	-7.082581	-0.08172209	-0.018523674	0.08444616
